"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Comments,Saves,Follows
17906880047997849,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","The gang is all here 🐕 🐕🐕🐕🐈‍⬛🐈‍⬛🐈‍⬛ #oncloudcanine #cloudcaninecrew #petsittersofinstagram #professionalpetsitters #fearfreepets #akronohio #huskiesofinstagram #doodlesofinstagram",0,"02/08/2025 11:16",https://www.instagram.com/p/DF0r_-BJJxJ/,"IG carousel",,Lifetime,258,142,23,0,2,0,
17972065466823738,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","💌 February Enrichment Week 2: Love is in the Air! 💌

Cupid’s been busy at On Cloud Canine, and this week’s enrichment menu is all about showing off your pup’s skills 🐶💘 Here’s the pawsome lineup for this week:

🐾 Cupid’s Cookie Hunt – Sniff out Cupid’s hidden cookies 🍪
🐾 Sweetheart’s Scent Trail – Follow the love ‘note’ that speaks to the heart 💌
🐾 The Cupid Code – Solve the puzzle to unlock a love letter 🔎
🐾 Trick Training in Pairs – Synchronized tricks to show off chemistry ✨
🐾 Leap for Love – Leap through hoops to find the best match 🐕

Join us for 'Love Unleashed' to show your pet what puppy love is all about!
Learn, explore, play - sign up today 💖

#OnCloudCanine #AkronOH #DogEnrichment #EnrichmentDaycare #DogTraining #DoggyDaycare #DogGrooming #FearFree",0,"02/07/2025 10:54",https://www.instagram.com/p/DFyEpM9umDJ/,"IG image",,Lifetime,178,94,8,0,0,0,
18038895143591908,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Not every pick-up line is a winner... 😅

But with Love Unleashed, your pup just might find their perfect match! Spots are limited, so sign up today! Don't miss out on a chance at puppy love 💘

#OnCloudCanine #DoggyDaycare #EnrichmentDaycare #EnrichmentForDogs #FearFree #DogEnrichment #HappyPups #DogGrooming #PetSitting #DogTraining #AkronOH #LoveUnleashed #ValentinesDay",0,"02/06/2025 06:27",https://www.instagram.com/p/DFvBU3RtKIu/,"IG image",,Lifetime,271,187,6,3,3,0,
18071405995764553,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","One year ago, we opened our daycare doors, and what an incredible journey it’s been! ❣🐾

365 days of tail wags, belly rubs, and furtastic memories ✨ It's been an honor watching your pets grow and thrive with us. Thank you for making this journey so special - we can’t wait for what’s next!

#OnCloudCanine #DoggyDaycare #DogTraining #PetSitting #DogGrooming #FearFreePets #AkronOH",0,"02/05/2025 18:35",https://www.instagram.com/p/DFtv3PbMyTA/,"IG image",,Lifetime,226,139,19,0,4,0,
18070558615781228,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Gerry and Gracie are swiping right on the ‘Love Unleashed’ doggy dating show!

In this lighthearted event, dogs will have the chance to “meet” other pups in a variety of fun and engaging activities, all while you enjoy the love connections from the sidelines. From playtime to a “doggy speed dating” round, we’ll help your pup find their pawfect match.

Whether you’re looking to spark a new friendship for your dog or just want to join in on the fun, Love Unleashed is the paw-some event you won’t want to miss! It’s all about creating bonds, having fun, and celebrating the love we share for our furry friends. #OnCloudCanine #DoggyDaycare #FearFreePets #CloudCanineCrew #EnrichmentDaycare #akronohio #ValentinesDay #loveunleashed",13,"02/03/2025 07:34",https://www.instagram.com/reel/DFnadQJpzWi/,"IG reel",,Lifetime,254,114,13,0,1,0,
18050712071148927,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","🎉 Love Unleashed is HERE! 🎉

February is here, and we’re rolling out the red carpet for your pup! 🐾❤️ Join us at On Cloud Canine for a month of Valentine’s-themed fun your dog won’t want to miss.

Here’s what’s coming up:

Feb 3-7: Meet the Stars!
We’re getting to know your pup with their own Waggr Profile, from favorite games to belly rub spots! 🐶💖

Feb 10-14: Testing Their Star Power
Your pup will take on heart-shaped obstacle courses and fun challenges to show off their skills! 🌟🎬

Feb 17-21: Wagging at First Sight (WAFS)
It’s doggy speed dating and team trick training – let’s see which pups have that special spark! 💘

Feb 24-28: The Big Reveal
The Color Blind Date challenge will crown the Ultimate Canine Couple at our Valentine’s Ball! 🏆

It’s a month full of fun, friends, and unforgettable moments. Let your pup join the adventure! 🐾 #oncloudcanine #cloudcaninecrew #doggydaycare #akronohio #fearfreepets #enrichmentdaycare #valentines #loveunleashed",0,"02/02/2025 09:14",https://www.instagram.com/reel/DFlBG7aJNAN/,"IG reel",,Lifetime,393,105,4,0,0,0,
17896475823111356,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Who’s ready to unleash the love? 🐾❤️

Presenting 'Love Unleashed': A Doggy-Daycare Reality Show! Join us for our month-long Valentine’s event where your pup gets to strut their stuff, challenge their senses, and find the pawfect match!

From enriching games to adorable “dates,” this February is all about wagging tails and heart-melting moments ❣

🌟 Don’t miss out - spots are limited! Stay tuned for more details to come. 

#OnCloudCanine #LoveUnleashed #ValentinesDay #AkronOH #FearFree #PetSitting #DogTraining #DogGrooming #DoggyDaycare #EnrichmentForDogs #EnrichmentDaycare #DogEnrichment",0,"01/31/2025 14:00",https://www.instagram.com/p/DFgYWKTpkOT/,"IG image",,Lifetime,498,303,13,5,0,0,
18078670600628608,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Sniffing isn’t just fun for dogs - it’s a natural way to reduce anxiety, boost mental stimulation, and keep them happy! 

Our Scent Den offers a relaxing, enrichment-filled experience your pup can enjoy during daycare or after their groom. Sign up today to give your dog an adventure they'll adore! 

#OnCloudCanine #EnrichmentForDogs #ScentDen #HappyPups #DogAnxietyRelief #DoggyDaycareDoneRight #PetSitting #DogGrooming #DogTraining #FearFree #AkronOH #PetCareExperts",0,"01/28/2025 13:56",https://www.instagram.com/p/DFYpfxROPYi/,"IG image",,Lifetime,219,132,6,1,0,0,
18012162863679684,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Freshly groomed and ready to shine! ✨🐾 We love seeing our furry clients leave with a wagging tail and a big smile. Thank you Tom and Maria, for trusting us with your pup’s grooming today and for sending us this adorable video! #oncloudcanine #cloudcaninecrew #akronohio #doggydaycare #doggrooming #fearfreepets #fearfreegroom",10,"01/23/2025 10:58",https://www.instagram.com/reel/DFLcoSoJwLG/,"IG reel",,Lifetime,445,255,25,0,0,0,1
17861594637338083,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","🌟 Employee Spotlight 🌟 Another addition to our pack: Andi! 

As a passionate pet lover and expert at building special bonds, Andi brings care and compassion to every animal she meets. From befriending the most challenging pups to creating meaningful connections with clients, she’s a true superstar and an invaluable part of our team! 

Check out our post to learn more about Andi and join us in celebrating the amazing impact she brings to On Cloud Canine every day! 🐾❤️ 

#OnCloudCanine #PetSitting #AkronOH #FearFree #DoggyDaycare #DogTraining #DogGrooming #PetCareExperts #EnrichmentDaycare #CloudCanineCrew #MeetThePack #EmployeeSpotlight",0,"01/22/2025 08:43",https://www.instagram.com/p/DFIo7Y5N7qA/,"IG carousel",,Lifetime,342,150,13,1,2,0,
17907474354087856,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Splish, splash, it's time for a bath! 🫧🛁

Celebrate Bubble Bath Day in style - from sudsy soaks to fresh cuts, we’ve got the tools to make tails wag and fur shine. Book your pup’s spa day today and keep them looking paw-some! ❤

#OnCloudCanine #DogTraining #PetSitting #PetCareExperts #DoggyDaycare #AkronOH #CatGrooming #FearFree #BubbleBathDay #DogGrooming #PamperedPups",0,"01/08/2025 06:00",https://www.instagram.com/p/DEkTKo1s_FN/,"IG image",,Lifetime,234,143,8,2,0,0,
17893113528056149,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","✨ New Service ✨ 

Give your best friend the ultimate sensory adventure! 🐾✨ Every daycare membership now includes exclusive access to our newest enrichment experience: the Scent Den! 

Let them explore, sniff, and discover in a whole new way. 🐕💨 #ScentDen #EnrichmentExperience #DogLovers
#OnCloudCanine #DoggyDaycare #FearFreePets #CloudCanineCrew #EnrichmentDaycare #akronohio #DogDaycareFun",60,"01/06/2025 11:03",https://www.instagram.com/reel/DEfsNb_J66L/,"IG reel",,Lifetime,338,224,11,0,0,1,
18051165218114084,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","🚨 Our Pet of the Month Contest is Back! 

Think your pet has what it takes to be our next star? 🌟 Enter now for a chance to win a special goodie bag AND a free service! 

Here’s how to enter:
1️⃣ Like this post 
2️⃣ Tag a friend in the comments 🐕
3️⃣ Share a picture of your pet on your story and tag us

⏰ Hurry - entries are only open from January 6th to January 10th! Our winner will be announced February 2025.

#OnCloudCanine #PetOfTheMonth #DogTraining #PetSitting #PetCareExperts #AkronOH #ContestTime #DoggyDaycare #FearFreePets #EnrichmentDaycare #HappyPups",0,"01/06/2025 08:00",https://www.instagram.com/p/DEfXUooMT4b/,"IG image",,Lifetime,157,115,10,0,1,0,
18104569399460869,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","🎉 Meet Cyrus, our very first Pet of the Month 🎉

Cyrus is one of our amazing grooming dogs, and we couldn't be happier to celebrate him this month! As our winner, Cyrus received a specialized goodie bag filled with:
🐶 A fun toy
🐾 A stylish branded bandana
🦴 A delicious Morty’s Munchies treat bag
💅 And a FREE nail trim

Congratulations, Cyrus - you’re paws-itively awesome! 🐕✨

Want your pet to be featured next? Keep an eye out for how to enter our contest for next month!

#OnCloudCanine #PetOfTheMonth #CyrusTheStar #HappyPets #PetCareExperts #AkronOH #DoggyDaycare #PetSitting #DogTraining #DogGrooming #MeetThePack #CloudCanineCrew #ContestTime",0,"01/01/2025 09:00",https://www.instagram.com/p/DESmMNdtPYY/,"IG image",,Lifetime,356,279,22,5,2,0,1
17980031111684921,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","We've got exciting news for our feline friends 😽

Starting in January, we will be offering cat nail trims - later in the month, we'll be opening up for cat grooms, too! Keep your kitty comfortable and stylish with professional care tailored just for them ❤

📅 Limited spots available - book now to secure your appointment!

#OnCloudCanine #CatCare #FelineFriendly #HappyHealthyPets #AkronOH #PetCareExperts #FearFreePets #FearFree #CatGrooming",0,"12/31/2024 06:00",https://www.instagram.com/p/DEPszRIMctj/,"IG image",,Lifetime,537,377,8,3,2,0,
18080026312600322,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Introducing our NEW Canine Culinary Menu! 

We’ve added fresh and delicious options to keep your furry friends fueled and happy during their daycare adventures 🐾 From tasty treats to hearty meals, we’ve got something to satisfy every pup’s cravings! 

Treat your dog to a special lunch - check out our menu and add it to their day! 🐕💖

#OnCloudCanine #DogLunchMenu #HappyTummies #DogEnrichment #AkronOH #DoggyDaycare #PetSitting #EnrichmentforDogs #EnrichmentDaycare #HappyPups #PetCareExperts #HappyHealthyPets",0,"12/30/2024 13:35",https://www.instagram.com/p/DEN8D-jP4sa/,"IG image",,Lifetime,127,102,7,0,0,0,
18053155939996514,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Introducing our NEW Enrichment Menu!

These curated activities align with the key pillars of enrichment, helping your pups stay mentally sharp, physically active, and downright happy 🐾 From sensory exploration to problem-solving games, we’re making sure every dog’s day is fun, fulfilling, and satisfying!

Check out our menu and add some enrichment to your pup's day - sign up while spots remain!

#OnCloudCanine #DogEnrichment #HappyPups #DoggyDaycare #PetSitting #AkronOH #EnrichmentforDogs #EnrichmentDaycare",0,"12/30/2024 13:30",https://www.instagram.com/p/DEN7fwxM7bE/,"IG image",,Lifetime,240,159,4,0,0,0,
18071805286661349,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","This gate control is what dreams are made of! Gate control is all about teaching dogs to control their impulses when it comes to things like door dashing, jumping, and rushing out. By working on this skill, we help them learn patience and self-control, so they stay calm and well-mannered when the gates or doors open. It’s a key part of helping them make better choices in exciting situations! #oncloudcanine #cloudcaninecrew #fearfreepets #akronohio #doggydaycare #dogdaycare #enrichmentdaycare #fearfreecertified",16,"12/27/2024 11:00",https://www.instagram.com/reel/DEF7jnXp825/,"IG reel",,Lifetime,1706,1282,25,0,0,0,2
18051558950079773,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","🌟 Employee Spotlight 🌟 Here's an addition to our pack: Victoria! 

The creative force behind our marketing team and a dedicated advocate for every pet’s well-being, they love getting to know each animal as an individual and showcasing the exceptional care we provide. Check out our post to learn more about Victoria and join us in celebrating how they make On Cloud Canine a paw-sitively amazing space 🐾💙

#OnCloudCanine #EmployeeSpotlight #MeetThePack #PetCareExperts #PetSitting #DoggyDaycare #AkronOH #DogTraining #CloudCanineCrew #FearFreeCertified",0,"12/23/2024 06:51",https://www.instagram.com/p/DD7MQnhNb2O/,"IG carousel",,Lifetime,574,247,16,3,2,0,
18298127110231240,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","This year, join us for a White Elephant Gift Exchange to celebrate the holiday!

🎁 Sign up by December 20th by scanning the QR code to fill out the form. Don’t forget to include your choice of tier, pet allergies, and gift preferences to keep the fun safe and paw-some!

Let’s make this holiday season one to remember! 🎄

 #OnCloudCanine #AkronOH #FearFreeCertified #DoggyDaycare #DogTraining #FearFreePets #CloudCanineCrew #EnrichmentDaycare #PetSitting",0,"12/12/2024 12:54",https://www.instagram.com/p/DDfhHhYPewS/,"IG image",,Lifetime,337,183,8,1,0,0,1
18025039763302317,17841400492712313,glossynailscle,"Glossy Nails","******CLOSED******

❄️‘TIS THE SEASON FOR GIVING❄️

HOLIDAY GIVEAWAY‼️

HOLIDAY GIVEAWAY‼️

HOLIDAY GIVEAWAY‼️

GLOSSY GANG HAPPY HOLIDAYS! We are teaming up with some local businesses and we couldn’t be more excited about it! For this giveaway we have @brewellas @riverplantco @peachfuzzlakewood @emofriendbobatea @cloudcanine @agoracle (thank you all!) this giveaway is a special one, with something for everyone! You know the drill! You must complete all the tasks for a chance to win!

❄️INCLUDES❄️
 
❄️THE HIGHEST GLOSS CUTICLE & BODY OIL RICH B*TCH COLLECTION

❄️$150.00 GIFT CARD TO THE ONE AND ONLY @glossynailscle W/GLOSSY STICKERS 

❄️ @brewellas CARDINAL ROAST A BRILLIANT RED BLEND  W/ $25.00 GIFT CARD 

❄️FALALALA MUG AND PLANT INCLUDED W/ WATERING SPIKE && PINK WATERING CAN FROM @riverplantco 

❄️$25.00 GIFT CARD TO THE ONE AND ONLY @peachfuzzlakewood 

❄️ 2 GIFT CARDS FOR BOBA TEA && STICKERS FROM @emofriendbobatea 

❄️$55.00 GIFT CERTIFICATE FROM @cloudcanine VALID FOR ANY DOG GROOMING SERVICE 

❄️ TWO CONCERT TICKETS TO THE AGORA CLEVELAND @agoracle (restrictions may apply)

🎄 Must be following all of the businesses above ✨
🎄 Like post & tag 3 friends in the comments
🎄 Repost this post, or your favorite nail art from the Glossy page in your story for an extra entry! 

The winner will be announced Dec. 21st! May the odds be ever in your favor! And your holidays be MERRY & BRIGHT ⛄️🎁🧑🏽‍🎄

Season’s Greetings Glossy Gang!",0,"12/10/2024 14:34",https://www.instagram.com/p/DDai84epvxB/,"IG carousel",,Lifetime,16518,9467,286,96,323,0,19
18336559150151525,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","We’re more than a pet care service - we’re your partner in ensuring your furry friends get the care and attention they deserve 💖 Our wide range of services means you can count on us for all aspects of your pet’s well-being.

✨ But what sets us apart? 

Our focus is always on what’s best for your pets. Swipe to discover the unique ways we stand out from the pack! 

*Please note our Canine Massage Therapist is not Fear Free Certified but uses stress-free methods*

#OnCloudCanine #AkronOH #PetSitting #FearFreeCertified #FearFreePets #DogTraining #DoggyDaycare #CloudCanineCrew",0,"12/06/2024 11:04",https://www.instagram.com/p/DDP3wjeg9-L/,"IG carousel",,Lifetime,306,160,11,1,0,0,
18383209783096606,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Let it snow, let it snow, let them play! ❄️🐶 Our pups are living their best snowy life at On Cloud Canine! #SnowDay #DogDaycareFun #WinterPups #OnCloudCanine #fearfreepets #cloudcaninecrew #akronohio #doggydaycare #enrichmentdaycare #",42,"12/05/2024 08:28",https://www.instagram.com/reel/DDNBBvfJcSo/,"IG reel",,Lifetime,422,309,13,7,0,0,
17856862662264607,17841445806134898,cloudcanine,"On Cloud Canine LLC | Fear Free Certified Professionals","Rockin’ around the (Chris)tmas tree 🎄 Group sits are a great way to fulfill enrichment pillars! 

Out of the 5 pillars, can you guess which ones this activity fulfills? Here are your options: 👃🏻 Sensory, 👫 Social, 🧠 Intellectual, 💪🏻 Physical, 🍲 Nutritional. 

#oncloudcanine #cloudcaninecrew #fearfreepets #doggydaycare #dogdaycare #enrichmentdaycare #akronohio #groupsits",26,"12/04/2024 10:07",https://www.instagram.com/reel/DDKnCLtpyIb/,"IG reel",,Lifetime,353,196,24,3,3,1,
